PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
475V2990GBMF20,,20X9,20,9,5-115 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,20,5.75,5-115,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V8812GBMF38,,18X8.5,18,18.5,5-120 GBMF VIS CLUTCH,C471GB-V,72.6,1900,Gloss Black Machined Face,38,6.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8812GM38,,18X8.5,18,18.5,5-120 GM VIS CLUTCH,C471GM-V,72.6,1900,Gunmetal,38,6.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8812GM38-74H,,18X8.5,18,18.5,5-120 GM VIS CLUTCH,C471GM-V,74.1,1900,Gunmetal,38,6.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8812HS38,,18X8.5,18,18.5,5-120 HS VIS CLUTCH,C471HS-V,72.6,1900,Hyper Silver,38,6.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,323.89,226.72,0,0,0,0,0,0,,
475V8831GBMF38,,18X8.5,18,18.5,5-108 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,38,6.22,5-108,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8831GM38,,18X8.5,18,18.5,5-108 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,38,6.22,5-108,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8845GBMF38,,18X8.5,18,18.5,5-112 GBMF VIS CLUTCH,C471GB-V,66.56,1900,Gloss Black Machined Face,38,6.22,5-112,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8845GM38,,18X8.5,18,18.5,5-112 GM VIS CLUTCH,C471GM-V,66.56,1900,Gunmetal,38,6.22,5-112,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8845HS38,,18X8.5,18,18.5,5-112 HS VIS CLUTCH,C471HS-V,66.56,1900,Hyper Silver,38,6.22,5-112,,,VIS-VIS,475,No,No,0,0,0,0,323.89,226.72,0,0,0,0,0,0,,
475V8865GBMF12,,18X8.5,18,18.5,5-4.5 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,12,5.19,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8865GBMF32,,18X8.5,18,18.5,5-4.5 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,32,5.98,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8865GM12,,18X8.5,18,18.5,5-4.5 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,12,5.19,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8865GM32,,18X8.5,18,18.5,5-4.5 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,32,5.98,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8865HS12,,18X8.5,18,18.5,5-4.5 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,12,5.19,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,323.89,226.72,0,0,0,0,0,0,,
475V8865HS32,,18X8.5,18,18.5,5-4.5 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,32,5.98,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,323.89,226.72,0,0,0,0,0,0,,
475V8890GM32,,18X8.5,18,18.5,5-115 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,32,5.98,5-115,,,VIS-VIS,475,No,No,0,0,0,0,313.12,219.18,0,0,0,0,0,0,,
475V8890HS32,,18X8.5,18,18.5,5-115 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,32,5.98,5-115,,,VIS-VIS,475,No,No,0,0,0,0,323.89,226.72,0,0,0,0,0,0,,
476-22936C30,886821217038,22X9.5,22,9.5,6-135 CHR VIS WEDGE,C476-6V,87.1,2500,Chrome,30,6.4,6-135,,,VIS-VIS,476,No,No,24.5,24.5,11.5,47.2,666.64,466.65,0,1,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-22936GB30,886821217229,22X9.5,22,9.5,6-135 GB VIS WEDGE,C476GB-6V,87.1,2500,Gloss Black,30,6.4,6-135,,,VIS-VIS,476,No,No,24.25,24.25,11.5,45.78,508.68,356.08,0,0,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-22936GMMF30,886821217410,22X9.5,22,9.5,6-135 GMMF VIS WEDGE,C476GM-6V,87.1,2500,Gunmetal Machined Face,30,6.4,6-135,,,VIS-VIS,476,No,No,24.25,24.25,11.5,45.84,508.68,356.08,2,16,20,0,3,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-22984C15,886821217021,22X9.5,22,9.5,6-139.7 CHR VIS WEDGE,C476-6V,78.1,2500,Chrome,15,5.8,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,47.2,666.64,466.65,0,2,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-22984C30,886821217045,22X9.5,22,9.5,6-139.7 CHR VIS WEDGE,C476-6V,78.1,2500,Chrome,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,45.8,666.64,466.65,12,23,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-22984GB15,886821217212,22X9.5,22,9.5,6-139.7 GB VIS WEDGE,C476GB-6V,78.1,2500,Gloss Black,15,5.8,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,48.82,508.68,356.08,1,4,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-22984GB30,886821217236,22X9.5,22,9.5,6-139.7 GB VIS WEDGE,C476GB-6V,78.1,2500,Gloss Black,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.25,24.25,11.5,44.64,508.68,356.08,0,43,8,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-22984GMMF15,886821217403,22X9.5,22,9.5,6-139.7 GMMF VIS WEDGE,C476GM-6V,78.1,2500,Gunmetal Machined Face,15,5.8,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,51.64,508.68,356.08,10,27,10,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-22984GMMF30,886821217427,22X9.5,22,9.5,6-139.7 GMMF VIS WEDGE,C476GM-6V,78.1,2500,Gunmetal Machined Face,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,45.24,508.68,356.08,2,24,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-22985C8,886821217007,22X9.5,22,9.5,5-139.7 CHR VIS WEDGE,C476-5V,77.8,2500,Chrome,8,5.54,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,47.85,666.64,466.65,0,7,24,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-22985GB8,886821217199,22X9.5,22,9.5,5-139.7 GB VIS WEDGE,C476GB-5V,77.8,2500,Gloss Black,8,5.54,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,24.25,24.25,11.5,47.38,508.68,356.08,27,9,24,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-22985GMMF8,886821217380,22X9.5,22,9.5,5-139.7 GMMF VIS WEDGE,C476GM-5V,77.8,2500,Gunmetal Machined Face,8,5.54,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,24.5,24.5,11.5,48.72,508.68,356.08,16,14,32,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-22990GB8,886821217182,22X9.5,22,9.5,5-115 GB VIS WEDGE,C476GB-5SV,74.1,2500,Gloss Black,8,5.54,5-115,,,VIS-VIS,476,No,No,24.25,24.25,11.5,47.46,508.68,356.08,14,20,3,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-22990GMMF8,886821217373,22X9.5,22,9.5,5-115 GMMF VIS WEDGE,C476GM-5SV,74.1,2500,Gunmetal Machined Face,8,5.54,5-115,,,VIS-VIS,476,No,No,24.5,24.5,11.5,47.64,508.68,356.08,15,14,16,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-24936C30,886821217083,24X9.5,24,9.5,6-135 CHR VIS WEDGE,C476-6V,87.1,2500,Chrome,30,6.4,6-135,,,VIS-VIS,476,No,No,26.5,26.5,11.5,52.6,848.17,593.72,0,3,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-24936GB30,886821217274,24X9.5,24,9.5,6-135 GB VIS WEDGE,C476GB-6V,87.1,2500,Gloss Black,30,6.4,6-135,,,VIS-VIS,476,No,No,26.25,26.25,11.25,52.4,632.78,442.95,4,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-24936GMMF30,886821217458,24X9.5,24,9.5,6-135 GMMF VIS WEDGE,C476GM-6V,87.1,2500,Gunmetal Machined Face,30,6.4,6-135,,,VIS-VIS,476,No,No,26.5,26.5,11.5,51.38,632.78,442.95,1,0,2,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-24984C30,886821217090,24X9.5,24,9.5,6-139.7 CHR VIS WEDGE,C476-6V,78.1,2500,Chrome,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,26.5,26.5,11.5,51.9,848.17,593.72,16,20,16,0,0,1,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-24984GB30,886821217281,24X9.5,24,9.5,6-139.7 GB VIS WEDGE,C476GB-6V,78.1,2500,Gloss Black,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,26.25,26.25,11.25,52.1,632.78,442.95,1,0,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-24984GMMF30,886821217472,24X9.5,24,9.5,6-139.7 GMMF VIS WEDGE,C476GM-6V,78.1,2500,Gunmetal Machined Face,30,6.4,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,26.5,26.5,11.5,48.22,632.78,442.95,18,7,27,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-2912C30,886821216987,20X9,20,9,5-120 CHR VIS WEDGE,C476-5SV,74.1,2500,Chrome,30,6.2,5-120,,,VIS-VIS,476,No,No,22.5,22.5,11,38.88,526.02,368.22,1,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2924C30,886821216949,20X9,20,9,6-132 HC CHR VIS WEDGE,C476-6V,74.5,2500,Chrome,30,6.2,6-132,,,VIS-VIS,476,No,No,22.5,22.5,11,39.88,526.02,368.22,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2924GB30,886821217137,20X9,20,9,6-132 HC GB VIS WEDGE,C476GB-6V,74.5,2500,Gloss Black,30,6.2,6-132,,,VIS-VIS,476,No,No,0,0,0,0,407.56,285.29,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-2924GMMF30,886821217328,20X9,20,9,6-132 HC GMMF VIS WEDGE,C476GM-6V,74.5,2500,Gunmetal Machined Face,30,6.2,6-132,,,VIS-VIS,476,No,No,22.5,22.5,11,40,407.56,285.29,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-2936C30,886821216932,20X9,20,9,6-135 CHR VIS WEDGE,C476-6V,87.1,2500,Chrome,30,6.2,6-135,,,VIS-VIS,476,No,No,22.5,22.5,11.5,44.9,526.02,368.22,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2936GB30,886821217120,20X9,20,9,6-135 GB VIS WEDGE,C476GB-6V,87.1,2500,Gloss Black,30,6.2,6-135,,,VIS-VIS,476,No,No,22.5,22.5,11,39.08,407.56,285.29,2,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-2936GMMF30,886821217311,20X9,20,9,6-135 GMMF VIS WEDGE,C476GM-6V,87.1,2500,Gunmetal Machined Face,30,6.2,6-135,,,VIS-VIS,476,No,No,22.5,22.5,11,39.5,407.56,285.29,2,0,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-2962C30,886821216970,20X9,20,9,6-120 CHR VIS WEDGE,C476-6SV,66.9,2500,Chrome,30,6.2,6-120,,,VIS-VIS,476,No,No,22.25,22.25,11,39.2,526.02,368.22,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2984C30,886821216956,20X9,20,9,6-139.7 CHR VIS WEDGE,C476-6V,78.1,2500,Chrome,30,6.2,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,22.5,22.5,11.5,40.2,526.02,368.22,24,11,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2984GB30,886821217144,20X9,20,9,6-139.7 GB VIS WEDGE,C476GB-6V,78.1,2500,Gloss Black,30,6.2,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,22.5,22.5,11,39.76,407.56,285.29,0,16,22,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-2984GMMF30,886821217335,20X9,20,9,6-139.7 GMMF VIS WEDGE,C476GM-6V,78.1,2500,Gunmetal Machined Face,30,6.2,6-5.5 (6-139.7),,,VIS-VIS,476,No,No,22.5,22.5,11,39.58,407.56,285.29,35,1,2,0,0,3,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-2985C15,886821216925,20X9,20,9,5-139.7 CHR VIS WEDGE,C476-5V,77.8,2500,Chrome,15,5.57,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,22.5,22.5,11,41.95,526.02,368.22,0,3,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2985GB15,886821217113,20X9,20,9,5-139.7 GB VIS WEDGE,C476GB-5V,77.8,2500,Gloss Black,15,5.57,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,22,22,11,41.44,407.56,285.29,35,24,12,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-2985GMMF15,886821217304,20X9,20,9,5-139.7 GMMF VIS WEDGE,C476GM-5V,77.8,2500,Gunmetal Machined Face,15,5.57,5-5.5 (5-139.7),,,VIS-VIS,476,No,No,22.5,22.5,11,41.7,407.56,285.29,6,24,9,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
476-2990C15,886821216918,20X9,20,9,5-115 CHR VIS WEDGE,C476-5SV,74.1,2500,Chrome,15,5.57,5-115,,,VIS-VIS,476,No,No,22.5,22.5,11.5,40.2,526.02,368.22,4,16,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-chrome-22x9-500_9782.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-chrome-22x9-1000_8692.jpg
476-2990GB15,886821217106,20X9,20,9,5-115 GB VIS WEDGE,C476GB-5SV,74.1,2500,Gloss Black,15,5.57,5-115,,,VIS-VIS,476,No,No,22.5,22.5,11.5,40.2,407.56,285.29,0,1,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-gloss-black-6lug-500_2078.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-gloss-black-6lug-1000_9368.jpg
476-2990GMMF15,886821217298,20X9,20,9,5-115 GMMF VIS WEDGE,C476GM-5SV,74.1,2500,Gunmetal Machined Face,15,5.57,5-115,,,VIS-VIS,476,No,No,22.5,22.5,11,40.1,407.56,285.29,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-500_1456.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-476-wedge-wheel-6lug-gunmetal-machined-face-22x9-1000_9329.jpg
477-2812BZ35,886821185757,20X8.5,20,8.5,5-120 BZ VIS MONACO,C473BZ,73.1,1900,Bronze,35,6.1,5-120,,,VIS-VIS,477,No,No,23,23,10.5,36.3,393.2,275.24,13,11,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-bronze-17x8-500_3027.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-bronze-17x8-1000_6868.jpg
477-2812MG35,886821123742,20X8.5,20,8.5,5-120 MG VIS MONACO,C473MG,73.1,1900,Graphite,35,6.1,5-120,,,VIS-VIS,477,No,No,23,23,10.5,36.5,393.2,275.24,7,70,6,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-500_6898.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-1000_1097.jpg
477-2812SB35,886821124367,20X8.5,20,8.5,5-120 SB VIS MONACO,C473SB,73.1,1900,Satin Black,35,6.1,5-120,,,VIS-VIS,477,No,No,22.25,22.25,10.25,36.6,393.2,275.24,0,22,16,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-satin-black-17x8-500_5462.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-satin-black-17x8-1000_7051.jpg
477-2831BZ35,886821185771,20X8.5,20,8.5,5-108 BZ VIS MONACO,C473BZ,63.4,1900,Bronze,35,6.1,5-4.25 (5-108),,,VIS-VIS,477,No,No,23,23,10.5,36.5,393.2,275.24,20,12,20,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-bronze-17x8-500_3027.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-bronze-17x8-1000_6868.jpg
477-2831MG35,886821123759,20X8.5,20,8.5,5-108 MG VIS MONACO,C473MG,63.4,1900,Graphite,35,6.1,5-4.25 (5-108),,,VIS-VIS,477,No,No,23,23,11,36.6,393.2,275.24,4,36,16,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-500_6898.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-1000_1097.jpg
477-2831SB35,886821124466,20X8.5,20,8.5,5-108 SB VIS MONACO,C473SB,63.4,1900,Satin Black,35,6.1,5-4.25 (5-108),,,VIS-VIS,477,No,No,0,0,0,0,393.2,275.24,0,35,36,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-satin-black-17x8-500_5462.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-satin-black-17x8-1000_7051.jpg
477-2845BZ35,886821185788,20X8.5,20,8.5,5-112 BZ VIS MONACO,C473BZ,73.1,1900,Bronze,35,6.1,5-112,,,VIS-VIS,477,No,No,23,23,11,36.6,393.2,275.24,20,16,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-bronze-17x8-500_3027.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-bronze-17x8-1000_6868.jpg
477-2845MG35,886821123773,20X8.5,20,8.5,5-112 MG VIS MONACO,C473MG,73.1,1900,Graphite,35,6.1,5-112,,,VIS-VIS,477,No,No,22.25,22.25,10.25,36.6,393.2,275.24,8,80,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-500_6898.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-1000_1097.jpg
477-2845SB35,886821124565,20X8.5,20,8.5,5-112 SB VIS MONACO,C473SB,73.1,1900,Satin Black,35,6.1,5-112,,,VIS-VIS,477,No,No,23,23,11,36.6,393.2,275.24,0,21,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-satin-black-17x8-500_5462.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-satin-black-17x8-1000_7051.jpg
477-2865BZ35,886821185795,20X8.5,20,8.5,5-114.3 BZ VIS MONACO,C473BZ,73.1,1900,Bronze,35,6.1,5-4.5 (5-114.3),,,VIS-VIS,477,No,No,23,23,11,36.4,393.2,275.24,23,36,4,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-bronze-17x8-500_3027.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-bronze-17x8-1000_6868.jpg
477-2865MG35,886821123780,20X8.5,20,8.5,5-114.3 MG VIS MONACO,C473MG,73.1,1900,Graphite,35,6.1,5-4.5 (5-114.3),,,VIS-VIS,477,No,No,22.25,22.25,10.25,37,393.2,275.24,10,72,32,0,12,0,https://images.iconfigurators.app/images/wheels/large/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-500_6898.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-monaco-477-wheel-5lug-matte-graphite-20x8-5-1000_1097.jpg
